user.name	tweet.location	tweet.geoLocation	tweet.retweet	tweet.content	block.numsenti.negative	senti.neutral	senti.positive	senti.compound
SipEatSleepRhe	Phoenix, AZ	-112.0648751,33.5250628	false	#tacotuesday mix it up with pork belly, chicken, and fish #tacos at @OtroPHX https://t.co/wkECunoOxh	275	0.0	1.0	0.0	0.0
tmj_phx_hrta	Arizona, USA	-112.2256801,33.6420951	false	This #job might be a great fit for you: Catering Coordinator - https://t.co/BG19SsCFhG #parttime #Hospitality #Glendale, AZ #Veterans	386	0.0	0.68	0.32	0.765
kanobee	Arizona, USA	-112.06944444,33.33611111	false	This is why we ride tubeless in the desert @ South Mountain Park https://t.co/d0fuR6JLcr	54	0.0	1.0	0.0	0.0
tmj_phx_edu	Phoenix, AZ	-112.0740373,33.4483771	false	We're #hiring! Read about our latest #job opening here: DAT OR OAT INSTRUCTOR - Phoenix, AZ - https://t.co/2Kjkv0JaG1 #Phoenix, AZ	174	0.0	1.0	0.0	0.0
StJosephsJobs	Phoenix, AZ	-112.0863874,33.5080943	false	Can you recommend anyone for this #job? RN-CTICU (Full-time Nights) - https://t.co/ZeIKcrOMcM #Nursing #Phoenix, AZ #Hiring	254	0.0	0.848	0.152	0.3612
tmj_phx_health	Arizona, USA	-112.2373779,33.5805955	false	This #job might be a great fit for you: Occupational Therapist - Full Time - Curahealth AZ Phoenix NW -... - https://t.co/GuWYT3Ug9u	325	0.0	0.708	0.292	0.765
TotalTrafficPHX	Phoenix, AZ	-111.9725,33.29681	false	Rollover - ramp from i-10 to eb loop 202 / santan is closed in #SantanChandler on Lp 202 EB east of I - 10 - Pecos Rd #PHXtraffic	20	0.0	1.0	0.0	0.0
tmj_phx_jobs	Phoenix, AZ	-112.0740373,33.4483771	false	We're #hiring! Read about our latest #job opening here: Regional Business Director (Arizona) - https://t.co/drn1ufH5QZ #Phoenix, Arizona	174	0.0	1.0	0.0	0.0
peeps1973	Tempe, AZ	-111.96110148,33.34862351	false	Grabbing a bite (at @TacoBell in Tempe, AZ) https://t.co/glAbDsu45k	80	0.0	1.0	0.0	0.0
tmj_phx_sales	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/p4toUbASae #abbjobs #Sales #Hiring #CareerArc	174	0.0	0.848	0.152	0.3612
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Join the St. Luke's Medical Center team! See our latest #job opening here: https://t.co/28BHOgPyWt #SignOnBonus https://t.co/AYMM8ASuYH	196	0.0	0.858	0.142	0.3595
BigBullyOrg	Arizona, USA	-112.15952806,33.52949129	false	Get Your Hoodie Today !!! #1HunnidPercentHood #HoodieSeason #HipHopClothing #UrbanOutfitters @ https://t.co/kXZFX9DxjK	270	0.0	1.0	0.0	0.0
TotalTrafficPHX	Phoenix, AZ	-111.9725,33.29681	false	Closed due to accident in #SantanChandler on Lp 202 EB west of I - 10 - Pecos Rd #PHXtraffic https://t.co/hUIi7YWVvM	20	0.154	0.846	0.0	-0.4767
tmj_phx_retail	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/FQCMZd76Cf #Retail #Hiring #CareerArc	174	0.0	0.839	0.161	0.3612
tmj_phx_it	Sun City, AZ	-112.2718239,33.5975393	false	We're #hiring! Read about our latest #job opening here: Business Systems Consultant 5 EDA Risk - https://t.co/XP07ETCsx3 #IT #SunCity, AZ	343	0.123	0.877	0.0	-0.3382
FoodTrkFamilia	Tempe, AZ	-111.96523892,33.43182819	false	#Repost lunchadores with repostapp  Truck side special: Turkey chili Bacon, arugula pesto, https://t.co/mWr2Ibs3Gd	160	0.0	0.816	0.184	0.4019
tmj_phx_hrta	Arizona, USA	-112.2256801,33.6420951	false	We're #hiring! Click to apply: Restaurant Associate - Cashier - https://t.co/yzCfygEFUF #Job #parttime #Hospitality #Glendale, AZ #Veterans	386	0.0	1.0	0.0	0.0
tmj_phx_nursing	Phoenix, AZ	-112.0740373,33.4483771	false	We're #hiring! Read about our latest #job opening here: Registered Nurse - PT Night - Kindred Transitional... - https://t.co/C9hTrk9FGv	174	0.0	1.0	0.0	0.0
tmj_phx_itdb	Phoenix, AZ	-112.1123006,33.6629851	false	See our latest #Phoenix, AZ #job and click to apply: ANALYST-SERVICE DESK I - https://t.co/yUPo04cTUN #Database #Hiring #CareerArc	412	0.0	1.0	0.0	0.0
WorkAtEBB	Phoenix, AZ	-112.1524029,33.6397804	false	This #job might be a great fit for you: Shift-Leader - https://t.co/5vHhR35rSs #careerarc #Hospitality #Glendale, AZ #Hiring	390	0.0	0.663	0.337	0.765
tmj_phx_cstsrv	Phoenix, AZ	-112.0740373,33.4483771	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/hsAaJRGtWE #CustomerService #Hiring #CareerArc	174	0.0	1.0	0.0	0.0
MrsHillermann	Phoenix, AZ	-111.97418626,33.52182682	false	#hikearizona #getmoving #getoutside #hikergirl highest elevation in Phx BOOM! #camelbackmountain https://t.co/7ToNIIhnbV	260	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	This #job might be a great fit for you: Registered Nurse - Telemetry - Full Time - St Luke's Medical Center - https://t.co/CVQOUfEmtH	196	0.0	0.708	0.292	0.765
TotalTrafficPHX	Phoenix, AZ	-111.9725,33.29681	false	Closed due to accident in #SantanChandler on Lp 202 EB approaching I - 10 - Pecos Rd #PHXtraffic https://t.co/hUIi7YWVvM	20	0.162	0.838	0.0	-0.4767
GabeMayorga	Chandler, AZ	-111.9672355,33.31815122	false	A little #cleanse for me & dr.kristen_mayorga ... help me get through a day w/o #meat  #juice https://t.co/jnkBIT5tbR	40	0.0	0.838	0.162	0.4019
tmj_phx_hrta	Phoenix, AZ	-112.0573327,33.5379274	false	Join the Panera Bread team! See our latest #job opening here: https://t.co/usQfByAwKr #parttime #Hospitality #Phoenix, AZ #Veterans #Hiring	275	0.0	0.872	0.128	0.3595
tmj_PHX_schn	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/01IY42pUhT #SupplyChain #Hiring #CareerArc	174	0.0	0.839	0.161	0.3612
tmj_PHX_skltrd	Phoenix, AZ	-112.0740373,33.4483771	false	We're #hiring! Click to apply: Commercial Install Technician - https://t.co/xmBSocmVnn #Job #SkilledTrade #Phoenix, Arizona #Jobs	174	0.0	1.0	0.0	0.0
kayceep9	Phoenix, AZ	-111.98801944,33.49179167	false	This week we discovered that if we go on our roof, we have a beautiful view of sunsets and the https://t.co/1KgqBvVsI5	239	0.0	0.83	0.17	0.5994
pinputlistings	Phoenix, AZ	-112.209656,33.466085	false	$125,000 6931 W Almeria Road, #Phoenix, #AZ - Great home Priced to... #ARIZONA #realEstate https://t.co/eZHmNn0FAu https://t.co/clFn43zqow	187	0.0	0.76	0.24	0.6249
tmj_phx_health	Phoenix, AZ	-112.0740373,33.4483771	false	This #job might be a great fit for you: Activities Director - FT - Kindred Transitional Care & Rehab Phoenix - https://t.co/JiUx6Jfc8m	174	0.0	0.588	0.412	0.8689
HonorHealthJobs	Phoenix, AZ	-112.1123006,33.6629851	false	See our latest #Phoenix, AZ #job and click to apply: INSTRUCTIONAL DESIGNER - https://t.co/eH8m4oFCmz #Healthcare https://t.co/HKQ5EEuHXT	412	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/hfME7fNB9s #SignOnBonus #NurseLife https://t.co/7bX7yz8WUG	196	0.0	1.0	0.0	0.0
tmj_phx_nursing	Phoenix, AZ	-112.0740373,33.4483771	false	Join the Kindred Healthcare team! See our latest #job opening here: https://t.co/Fs52BgjbcT #Nursing #Phoenix, AZ #Hiring #CareerArc	174	0.0	0.865	0.135	0.3595
tmj_phx_hrta	Arizona, USA	-112.2025777,33.6670571	false	Can you recommend anyone for this #job? Night Baker - https://t.co/9Y8tszLzS1 #parttime #Hospitality #Glendale, AZ #Veterans #Hiring	407	0.0	0.857	0.143	0.3612
StJosephsJobs	Phoenix, AZ	-112.0863874,33.5080943	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/mPpX3BNqFd #Nursing #Hiring	254	0.0	0.828	0.172	0.3612
recruiteraz	Phoenix, AZ	-112.0863874,33.5080943	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/3NLOeaE5ub #Healthcare #Hiring	254	0.0	1.0	0.0	0.0
deannerussell	Phoenix, AZ	-112.0863874,33.5080943	false	We're #hiring! Click to apply: Certified Genetic Counselor - Perinatology (Days / Full Time) - https://t.co/vikx9rPJyS #Job #Phoenix, AZ	254	0.0	1.0	0.0	0.0
billylla217	Arizona, USA	-112.163298,33.584591	false	Advertising and Affiliatesfreeappleforalla mustforworldpeacr https://t.co/zhBSegB0mQ	329	0.0	1.0	0.0	0.0
tmj_phx_cler	Phoenix, AZ	-112.1123006,33.6629851	false	We're #hiring! Click to apply: PATIENT ACCOUNT/ COLLECTIONS REP SR (GOVERNMENT ACCOUNTS) - https://t.co/uU9TxiNzTd #Clerical #Phoenix, AZ	412	0.0	1.0	0.0	0.0
tdmdesertridge	Arizona, USA	-111.96413755,33.67405068	false	Even our sweat is filled with  #heart #burnbright #livingadaileylife #barre #interval #fitfam https://t.co/xMq1bPYjbw	440	0.0	1.0	0.0	0.0
tmj_phx_jobs	Tempe, AZ	-111.9647254,33.3831468	false	Can you recommend anyone for this #job in #Tempe, AZ? https://t.co/VQ3ry0PWCR #Hiring #CareerArc	120	0.0	0.828	0.172	0.3612
RHLegalJobs	Phoenix, AZ	-112.029752,33.5106684	false	Want to work at Robert Half Legal? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/tJXKCyHYkM #Job #RHLegalJobs #Sales	257	0.0	0.846	0.154	0.2714
AJColores	Phoenix, AZ	-112.07638889,33.52833333	false	|| LINK IN BIO|| IM A DOG - @M03Roy X @imaceb47 #nolimit #nolimitforever prod: @BlaqNmilD3K : https://t.co/S10H7fT0iP	274	0.0	1.0	0.0	0.0
tmj_phx_transp	Phoenix, AZ	-112.1310986,33.4438042	false	See our latest #Phoenix, AZ #job and click to apply: Class A CDL Team Truck Driver - https://t.co/oeeppdrrmx #Transportation #Hiring	171	0.0	1.0	0.0	0.0
pinputlistings	Phoenix, AZ	-112.286072,33.431357	false	$239,900 1618 S 105Th Drive, #Tolleson, #AZ - This is it! Gorgeous 4... #ARIZONA #realEstate https://t.co/NtVlqJGGJi https://t.co/Z626o6nsAg	143	0.0	0.765	0.235	0.6476
tmj_phx_hrta	Phoenix, AZ	-112.1106108,33.7145109	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/pqVpNIePt3 #parttime #Hospitality #Veterans #Hiring	472	0.0	0.583	0.417	0.8519
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/wtur6JuGIQ #SignOnBonus #NurseLife https://t.co/yXGVNkOHFK	196	0.0	0.563	0.437	0.8519
craycrayvaycay	Sun City, AZ	-112.282,33.6142	false	MORNING BLESSINGS I am vibrating so high!! #mindset #dailydiscipline https://t.co/y8S02pJz3P	343	0.0	0.624	0.376	0.7019
tmj_phx_cosmo	Arizona, USA	-112.2764116,33.7144074	false	Join the Ulta Beauty team! See our latest #job opening here: https://t.co/liDMsTPaQz #Cosmetology #Peoria, AZ #Hiring #CareerArc	463	0.0	0.704	0.296	0.7424
LIITRBOXING	Phoenix, AZ	-112.00010415,33.43598734	false	While I'm at the airport waiting for my flight to go home catching up w/ TNR on the Leave it in https://t.co/k1tMq4VuuX	178	0.054	0.946	0.0	-0.0516
tmj_AZS_HRTA	Phoenix, AZ	-111.9736513,33.676354	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/qj36hZ6k26 #Job #parttime #Hospitality #Veterans #Jobs #Hiring	440	0.0	0.925	0.075	0.0772
QuintilesIMSjob	Phoenix, AZ	-112.0740373,33.4483771	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/3ItU1SaJcN #Job #Pharmaceutical #Jobs #Hiring https://t.co/JbEkxsB1Ch	174	0.0	0.92	0.08	0.0772
Hipknoties	Phoenix, AZ	-112.07638889,33.52833333	false	Kiss & Tellthis holiday season! savvy_travelers Speak Eazy Wipes  are perfect before heading https://t.co/uYizkYu54A	274	0.0	0.513	0.487	0.8588
tmj_phx_nursing	Phoenix, AZ	-112.0740373,33.4483771	false	This #job might be a great fit for you: Wound Care RN - FT - Kindred Transitional Care & Rehab Phoenix - https://t.co/i7Arhck4WG #Nursing	174	0.0	0.536	0.464	0.9186
tmj_phx_sales	Phoenix, AZ	-112.0148373,33.4941311	false	We're #hiring! Click to apply: Store Counter Sales - https://t.co/xLsDxpIksF #Job #Sales #Phoenix, AZ #Jobs #CareerArc	238	0.0	1.0	0.0	0.0
WorkAtEBB	Phoenix, AZ	-111.9759778,33.5836545	false	If you're looking for work in #Scottsdale, AZ, check out this #job: https://t.co/Unfk6dHJ5y #careerarc #Hospitality #Hiring	340	0.0	1.0	0.0	0.0
AJColores	Phoenix, AZ	-112.07638889,33.52833333	false	JUICE MAAANNN jcitydacashaddict_ @mac_kiez GOT JUICE MUSIC VIDEO SHOOT LAST WEEK IN FRONt OF THE https://t.co/OpUDlwOyHL	274	0.173	0.827	0.0	-0.4824
tmj_phx_hrta	Arizona, USA	-112.2025777,33.6670571	false	Can you recommend anyone for this #job in #Glendale, AZ? https://t.co/qNrhEaIZQT #parttime #Hospitality #Veterans #Hiring #CareerArc	407	0.0	0.857	0.143	0.3612
tmj_azs_cosmo	Phoenix, AZ	-111.9736513,33.676354	false	We're #hiring! Read about our latest #job opening here: Hair Stylist - https://t.co/ugjEvUu16y #Cosmetology #Phoenix, AZ #CareerArc	440	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Join the St. Luke's Medical Center team! See our latest #job opening here: https://t.co/enxBHA3P0B #SignOnBonus https://t.co/aEA4T7skAv	196	0.0	0.858	0.142	0.3595
HonorHealthJobs	Phoenix, AZ	-112.1012912,33.6782379	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/LuzKMUXu5g #Nursing #Hiring https://t.co/3U3b29wSf0	433	0.0	0.839	0.161	0.3612
tmj_phx_retail	Phoenix, AZ	-112.0740373,33.4483771	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/s8SFUBLqXH #Job #Retail #Jobs #Hiring #CareerArc	174	0.0	0.92	0.08	0.0772
AJColores	Phoenix, AZ	-112.07638889,33.52833333	false	|| LINK IN BIO|| IM A DOG - @M03Roy X @imaceb47 #nolimit #nolimitforever prod: @BlaqNmilD3K : https://t.co/ws5zboMxtu	274	0.0	1.0	0.0	0.0
Nfrancisco90	Phoenix, AZ	-111.9792,33.59475	false	It feels so good to have a tongue around my foot again!  @ Link In Bio https://t.co/yiLuf3a82G	339	0.0	0.776	0.224	0.6166
tmj_phx_hrta	Chandler, AZ	-111.9702287,33.3188308	false	Want to work at Panera Bread? We're #hiring in #Chandler, AZ! Click for details: https://t.co/EWtl7vAhbM #parttime #Hospitality #Veterans	40	0.0	0.914	0.086	0.1511
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/29qtcowSzn #MedField #HospitalJobs #Healthcare #Hiring	196	0.0	0.583	0.417	0.8519
tmj_phx_health	Phoenix, AZ	-112.0863874,33.5080943	false	We're #hiring! Click to apply: Ultrasound Diagnostic Tech II (Full-Time / Nights) - https://t.co/eV0cUVaSMX #Job #Healthcare #Phoenix, AZ	254	0.0	1.0	0.0	0.0
Yxes	Phoenix, AZ	-112.1274816,33.58141304	false	Happy Tuesday ya'll!! Hehehehe #Starbucks (@ Starbucks in Phoenix, AZ w/ @spikeheelgirl) https://t.co/0uUxqO6wDS https://t.co/ZccTAOrnf4	331	0.0	0.752	0.248	0.6467
tmj_phx_banking	Phoenix, AZ	-112.0740373,33.4483771	false	This #job might be a great fit for you: Teller - https://t.co/yMy32zA5vB #Banking #Phoenix, AZ #Veterans #Hiring #CareerArc	174	0.0	0.68	0.32	0.765
StJosephsJobs	Phoenix, AZ	-112.0863874,33.5080943	false	Join the St Josephs Hospital & Med Center team! See our latest #job opening here: https://t.co/esrIhtLkuj #Education #Phoenix, AZ #Hiring	254	0.0	0.878	0.122	0.3595
deannerussell	Phoenix, AZ	-112.0863874,33.5080943	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/jlqcN0wCns #Healthcare #Hiring	254	0.0	1.0	0.0	0.0
recruiteraz	Phoenix, AZ	-112.0863874,33.5080943	false	Can you recommend anyone for this #job? Faculty Physician - Breast Surgeon (days/full time) - https://t.co/gVU64XMEyg #Phoenix, AZ	254	0.0	0.857	0.143	0.3612
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/OUqqzwCDxI #SignOnBonus #NurseLife https://t.co/KY1s1UARR4	196	0.0	1.0	0.0	0.0
tmj_phx_nursing	Phoenix, AZ	-112.0740373,33.4483771	false	Join the Kindred Healthcare team! See our latest #job opening here: https://t.co/wsMfhs8NWa #Nursing #Phoenix, AZ #Hiring #CareerArc	174	0.0	0.865	0.135	0.3595
tmj_phx_jobs	Phoenix, AZ	-112.0217463,33.4544503	false	We're #hiring! Read about our latest #job opening here: Customer Service Representative - https://t.co/EBRDkGXPv5 #KellyJobs #Phoenix, AZ	197	0.0	1.0	0.0	0.0
tmj_phx_it	Sun City, AZ	-112.2718239,33.5975393	false	If you're looking for work in #SunCity, AZ, check out this #job: https://t.co/6O953LQvXY #IT #Veterans #Hiring #CareerArc	343	0.0	1.0	0.0	0.0
tmj_phx_hrta	Arizona, USA	-112.2727563,33.7118355	false	This #job might be a great fit for you: Day Baker - https://t.co/httXIQcL0h #parttime #Hospitality #Peoria, AZ #Veterans #Hiring #CareerArc	463	0.0	0.708	0.292	0.765
Galloway757	Arizona, USA	-112.186,33.5386	false	Almost forgot about Lt. Worf!  #biketour #bicycle #adventure #pedalonvagabond #fujibikes https://t.co/x500ugFITM	268	0.0	1.0	0.0	0.0
cowgirlzenphoto	Phoenix, AZ	-112.012558,33.6123886	false	get.scared getscared_fanpage PC: @cowgirlzenphoto #music #concert #tour #photography #arizona https://t.co/6SQ3dhk8zU	358	0.0	1.0	0.0	0.0
tmj_phx_eng	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job? Transformer Field Service Supervisor/Lead Tester - https://t.co/1iJFRmT2Zw #abbjobs #Phoenix, AZ	174	0.0	0.857	0.143	0.3612
chronicbehavior	Phoenix, AZ	-112.0795517,33.4487801	false	Such an awesome stage capture!! Follow JC aka Triple Threat for more music and up coming show https://t.co/71Aw4Pypch	174	0.141	0.664	0.194	0.3147
QuintilesIMSjob	Phoenix, AZ	-112.0740373,33.4483771	false	See our latest #Phoenix, AZ #job and click to apply: Pharmaceutical Sales Representative - Phoenix E, AZ... - https://t.co/zZVW9cW3MX	174	0.0	1.0	0.0	0.0
CareersAMC	Phoenix, AZ	-112.0263625,33.5090903	false	Join the AMC Theatres team! See our latest #job opening here: https://t.co/dng9DKkujn #Bartender #Phoenix, AZ https://t.co/BBcjs7Do0V	257	0.0	0.858	0.142	0.3595
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Can you recommend anyone for this #job? Registered Nurse - Behavioral Inpatient Units - Full Time - https://t.co/ZMoLRpkbjk	196	0.0	0.848	0.152	0.3612
tmj_phx_health	Phoenix, AZ	-112.0740373,33.4483771	false	Want to work at Aerotek? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/3Ro8QsWtNB #Job #Healthcare #Jobs #CareerArc	174	0.0	0.914	0.086	0.1511
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Can you recommend anyone for this #job? Registered Nurse - Intensive Care Unit - Full Time - NIGHTS - https://t.co/w7SjhlQIyo	196	0.0	0.711	0.289	0.6908
TotalTrafficPHX	Phoenix, AZ	-111.9804,33.29449	false	Closed due to accident in #SantanPhoenix on Lp 202 EB between 48th St and I - 10 - Pecos Rd #PHXtraffic https://t.co/hUIi7YWVvM	19	0.14	0.86	0.0	-0.4767
RandyVermillion	Arizona, USA	-112.22752864,33.72547538	false	Richie chilling on Tuesday morning! @ Rock Springs, Peoria, Arizona https://t.co/5S2vFkhweq	486	0.134	0.866	0.0	-0.1007
tmj_phx_cstsrv	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job? Dispatch/Tech Support - https://t.co/WIZmQMXCp1 #CustomerService #Phoenix, AZ #Hiring #CareerArc	174	0.0	0.714	0.286	0.6369
cowgirlzenphoto	Phoenix, AZ	-112.012558,33.6123886	false	get.scared get.scared.official PC: @cowgirlzenphoto #band #music #drums #venue #photography https://t.co/427jCH595u	358	0.0	1.0	0.0	0.0
tmj_phx_hrta	Avondale, AZ	-112.2743801,33.4643556	false	If you're looking for work in #Avondale, AZ, check out this #job: https://t.co/1CVbcH0woa #parttime #Hospitality #Veterans #Hiring	183	0.0	1.0	0.0	0.0
MrsJ2u1	Phoenix, AZ	-112.08340625,33.51109867	false	Just posted a photo @ LA Fitness Phoenix West Camelback https://t.co/pDnWcsAXDZ	254	0.0	0.792	0.208	0.2732
MrsJ2u1	Phoenix, AZ	-112.08340625,33.51109867	false	 @ LA Fitness Phoenix West Camelback https://t.co/MUN1v8iAwF	254	0.0	0.704	0.296	0.2732
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	AMBER ALERT: Authorities say a 12-year-old Safford girl was abducted from a bus stop yesterday morning. https://t.co/mdR3ReTKXY	193	0.269	0.587	0.144	-0.3751
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	Football Larry Fitzgerald caught Sunday to pass MHarrison into #3 on NFL all-time catches list. It's on way to https://t.co/4eCKhHLm7z	193	0.0	1.0	0.0	0.0
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	So many great sunrise views this AM. Check out this one from Carol in Ahwatukee. She said 'it turned the mountains https://t.co/ayOxbDMTwI	193	0.0	0.827	0.173	0.6573
PhoenixCP	Phoenix, AZ	-112.09379298,33.46889822	false	Celebrate American Indian art and culture at Pueblo Grande Museum Museum Auxiliary Indian Market, 12/10-11: https://t.co/0ahDeiSo0F	193	0.0	0.802	0.198	0.5719
JME_45	Phoenix, AZ	-112.07955,33.44878	false	Ever wondered how electronic beats and classical compositions mix? redbullflyingbach is the https://t.co/O8dGDDQZUk	174	0.0	1.0	0.0	0.0
tmj_phx_nursing	Phoenix, AZ	-112.0740373,33.4483771	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/bagVD8ijmo #Nursing #Hiring #CareerArc	174	0.0	1.0	0.0	0.0
Phoenix_LAF	Phoenix, AZ	-112.07372189,33.4462674	false	#PhoenixLostFound lost my Reggie bud 420 connect can anyone help me find sum???: I'm looking for sum Reggie bud https://t.co/ztMaUUYh7G	174	0.098	0.765	0.138	0.2359
Phoenix_LAF	Phoenix, AZ	-112.07372189,33.4462674	false	#PhoenixLostFound Lost b&w border collie, female: Recker and McDowell missing 12/5 around 7pm. https://t.co/6rRHzR3Vup	174	0.273	0.727	0.0	-0.5423
Phoenix_LAF	Phoenix, AZ	-112.07372189,33.4462674	false	#PhoenixLostFound FOUND BOXER (32nd Ave & Greenway): Boxer found on 12/4/16 near 32nd Ave and Greenway. No one has https://t.co/dB0oTbo1sl	174	0.109	0.891	0.0	-0.296
DesertViewRealt	Phoenix, AZ	-111.97493,33.637314	false	Welcome home to your amazing new home in Scottsdale!!! What an amazing property just ready for you to move in! Th https://t.co/CZmJUcvkLz	400	0.0	0.558	0.442	0.9357
GoldenCorralJob	Arizona, USA	-112.1815558,33.5526513	false	We're #hiring! Click to apply: Restaurant Co-worker (Franchise) - https://t.co/JeGkrQuA6C #Franchise #Server #Cook https://t.co/z57hkiTt2t	288	0.0	1.0	0.0	0.0
tmj_phx_health	Phoenix, AZ	-112.0863874,33.5080943	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/ojKN4j7yYE #Job #Healthcare #Jobs #Hiring #CareerArc	254	0.0	0.92	0.08	0.0772
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	We're #hiring! Read about our latest #job opening here: Registered Nurse - Adult Integrated Psych - Full Time - https://t.co/cCHHnx40oP	196	0.0	1.0	0.0	0.0
tmj_AZS_HRTA	Phoenix, AZ	-111.9836094,33.6021872	false	Want to work at Panera Bread? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/7bxDj7ymfZ #parttime #Hospitality #Veterans	359	0.0	0.914	0.086	0.1511
CultureFresh	Phoenix, AZ	-112.0823051,33.426939	false	Slaying! #printwork #clientwork #screenprinting #ink #hoodies #az #localbusiness #premier1prints https://t.co/dUFGxcnJTG	154	0.0	1.0	0.0	0.0
tmj_phx_hrta	Phoenix, AZ	-112.0573327,33.5379274	false	Want to work at Panera Bread? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/pKmbPhgsHb #parttime #Hospitality #Veterans	275	0.0	0.914	0.086	0.1511
billylla217	Arizona, USA	-112.163133,33.583195	false	Update Statuseorldpeacefreelandandfreegifysfromappleonlymuah! https://t.co/krfmjp5LsL	329	0.0	1.0	0.0	0.0
Vh1sClarence	null	-112.03210091,33.37628785	false	Once upon a time I was nice asf... #NoMoreMrNiceGuy  @ LA Fitness https://t.co/0cIdRlf3cY	97	0.0	0.62	0.38	0.5994
Ace_tracks	Phoenix, AZ	-112.2219924,33.41029597	false	Um leave me alone lol i dont go to SL no mo smfh	126	0.333	0.494	0.173	-0.1531
PLRGRESALE	Phoenix, AZ	-112.047979,33.523871	false	Love these size 9 @sam_edelman platforms at Uptown...on sale for just $30.60! #ootd https://t.co/eH74a6m8bT	256	0.0	0.728	0.272	0.6696
tmj_phx_jobs	Phoenix, AZ	-112.0740373,33.4483771	false	We're #hiring! Click to apply: WORC Testing and Validation Team - Financial Crimes Consultant 3 - https://t.co/N5XuQoVlZo #Phoenix, AZ	174	0.0	1.0	0.0	0.0
recruiteraz	Phoenix, AZ	-112.0863874,33.5080943	false	See our latest #Phoenix, AZ #job and click to apply: RN - Medical / Oncology (Full-Time / Nights) - https://t.co/Yt3d9RJxYO #Nursing	254	0.0	1.0	0.0	0.0
StJosephsJobs	Phoenix, AZ	-112.0863874,33.5080943	false	Want to work at St Josephs Hospital & Med Center? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/0DdoEifZV8 #Physician	254	0.0	0.919	0.081	0.1511
deannerussell	Phoenix, AZ	-112.0863874,33.5080943	false	This #job might be a great fit for you: Imaging Research Specialist (Days / Full Time) - https://t.co/q7nR0uV88b #Healthcare #Phoenix, AZ	254	0.0	0.708	0.292	0.765
tmj_phx_health	Phoenix, AZ	-112.0863874,33.5080943	false	See our latest #Phoenix, AZ #job and click to apply: CT Technologist II, Cancer Center (Part-Time/Days) - https://t.co/8GEyLg0VJI #Hiring	254	0.206	0.794	0.0	-0.6597
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/njoQmLYajG #MedEd #Scrublife #Nursing https://t.co/OHJzatHgqe	196	0.0	1.0	0.0	0.0
ang67o	Phoenix, AZ	-112.1293607,33.51165734	false	Two of these faces I will see this weekend The other two next week https://t.co/FA9npZhhrB	251	0.0	1.0	0.0	0.0
airexone	Phoenix, AZ	-112.1780708,33.468097	false	keep playing these old scooby doo movies @cartoonnetwork can u play courage the cowardly dog too ? & ill keep watching this shit	189	0.301	0.468	0.231	-0.5023
